subscription_id,account_id,plan_name,plan_type,billing_cycle_start_date,billing_cycle_end_date,status,is_trial,trial_start_date,trial_end_date,conversion_flag,renewal_count,cancel_reason,plan_start_date
sub_06e17bbd5a24,acc_53e0a961f1ae,free,free,2025-09-11,,active,True,2025-09-11,2025-09-25,False,0,,2025-09-11
sub_a797011d3e35,acc_50abb3d7b9d7,free,free,2025-08-22,,active,True,2025-08-22,2025-09-05,False,0,,2025-08-22
sub_d99a9d4707f9,acc_50abb3d7b9d7,basic,Monthly,2025-10-06,2025-11-05,active,False,,,False,0,,2025-10-06
sub_8fae5da7fad3,acc_e8a663dffcf2,Free,free,2025-08-10,,active,False,,,False,0,,2025-08-10
sub_712b46179951,acc_e8a663dffcf2,basic,annual,2025/09/10,2026-09-10,active,False,,,False,0,,2025-09-10
sub_b0941166c66e,acc_81af90baea25,free,free,2025-08-26,,active,True,2025-08-26,2025-09-09,False,0,,2025-08-26
sub_d079f32b6b6a,acc_bcfb9df8823e,free,free,2025-08-11,,active,False,,,False,0,,2025-08-11
sub_18e6dcdd1b84,acc_8b840cc8403d,free,free,2025-08-31,,active,True,2025-08-31,2025-09-14,False,0,,2025-08-31
sub_e36f73209d57,acc_46bb6aedfa04,free,free,2025-07-06,,active,True,2025-07-06,2025-07-20,False,0,,2025-07-06
sub_fd86bdbf5ad7,acc_7ae3db98d7e5,free,free,2025-07-06,,cancelled,True,2025-07-06,2025-07-20,False,0,too_expensive,2025-07-06
sub_608dae4c9b82,acc_7ae3db98d7e5,basic,monthly,2025-08-19,2025-09-18,active,False,,,False,2,,2025-08-19
sub_c64fd0496f5e,acc_7ae3db98d7e5,pro,annual,2025-10-01,2025-11-02,cancelled,False,,,False,0,too_expensive,2025-10-01
sub_31888b45fb32,acc_8e3ed7eed79f,free,free,2025-09-12,,cancelled,True,2025-09-12,2025-09-26,False,0,too_expensive,2025/09/12
sub_7466c2fb7aaa,acc_f46157ce9fcd,free,free,2025-07-26,,active,False,,,False,0,,2025-07-26
sub_766e2f1922aa,acc_f46157ce9fcd,basic,monthly,2025-09-02,2025-10-02,active,False,,,False,1,,2025-09-02
sub_609b83f4a422,acc_dc13ed9732df,ultimate,annual,2025-07-11,2026-07-11,active,True,2025-06-25,2025-07-09,True,0,,2025-07-11
sub_08b87b9cad5b,acc_d1a7791c2447,free,free,2025-06-16,,active,True,2025-06-16,2025-06-30,False,0,,2025-06-16
sub_73e8a34150c1,acc_df9612829e33,free,free,2025-08-11,,cancelled,True,2025-08-11,2025-08-25,False,0,too_expensive,2025-08-11
sub_5fa4d966545b,acc_df9612829e33,pro,MONTHLY,2025-09-11,2025/10/28,cancelled,False,,,False,0,missing_features,2025-09-11
sub_10391c347158,acc_f10db18e6f93,free,free,2025-07-07,,cancelled,True,2025-07-07,2025-07-21,False,0,too_expensive,2025-07-07
sub_129255773ad1,acc_be1ea3bf6952,free,free,2025-09-28,,cancelled,True,2025-09-28,2025-10-12,False,0,trial_ended,2025-09-28
sub_661d36a176bb,acc_cd82e1bdf849,basic,annual,2025-07-17,2026-07-17,active,True,2025-07-01,2025-07-15,True,0,,2025-07-17
sub_cc0de162b7ab,acc_ead957c6340e,free,free,2025-09-18,,cancelled,True,2025-09-18,2025-10-02,False,0,switching_product,2025-09-18
sub_e8fbc054cb2c,acc_0eae4a23d089,free,free,2025-07-11,,cancelled,True,2025-07-11,2025-07-25,False,0,trial_ended,2025-07-11
sub_78d026feb718,acc_6ac1cdae04a6,free,free,2025-07-04,,cancelled,True,2025-07-04,2025-07-18,False,0,trial_ended,2025-07-04
sub_12c0eaccb7ff,acc_f61536f427bd,basic,annual,2025-10-02,2026-10-02,active,True,2025-09-18,2025-10-02,True,0,,2025-10-02
sub_16faf7f09922,acc_c10ef7ba1da3,free,free,2025-10-11,,cancelled,True,2025-10-11,2025-10-25,False,0,switching_product,2025-10-11
sub_8e37770e4587,acc_3c4f4ad6ccdc,free,free,2025-06-06,,active,True,2025-06-06,2025-06-20,False,0,,2025-06-06
sub_fc54081b099f,acc_9b3a8108ccfc,free,free,2025-07-09,,cancelled,True,2025-07-09,2025-07-23,False,0,too_expensive,2025-07-09
sub_38518737a753,acc_9b3a8108ccfc,basic,monthly,2025-08-14,2025-09-13,active,False,,,False,2,,2025-08-14
sub_e8085710ef1b,acc_9b3a8108ccfc,basic,monthly,2025/09/24,2025-10-07,cancelled,False,,,False,0,missing_features,2025-09-24
sub_90894f8706f2,acc_9b3a8108ccfc,ultimate,annual,2025-10-16,2026-10-16,active,False,,,False,0,,2025-10-16
sub_d33516bc6607,acc_0e7a258ebb2b,free,free,2025-07-24,,active,True,2025-07-24,2025-08-07,False,0,,2025-07-24
sub_36077656d48e,acc_0e7a258ebb2b,basic,monthly,2025-09-06,2025-10-06,active,False,,,False,1,,2025-09-06
sub_dd830321713e,acc_0e7a258ebb2b,basic,monthly,2025-10-17,2025/10/29,cancelled,False,,,False,0,too_expensive,2025-10-17
sub_37f21c2d50dc,acc_9ded8bf95cbf,Free,free,2025/08/27,,active,True,2025-08-27,2025-09-10,False,0,,2025-08-27
sub_b250098bc185,acc_9ded8bf95cbf,basic,monthly,2025-09-27,2025-10-27,active,False,,,False,1,,2025-09-27
sub_97e90b630adc,acc_031b6db24992,free,free,2025-06-08,,cancelled,True,2025-06-08,2025-06-22,False,0,no_longer_needed,2025-06-08
sub_3b7d082cde70,acc_031b6db24992,basic,monthly,2025-07-18,2025-08-17,active,False,,,False,3,,2025-07-18
sub_9f0e37c0741d,acc_031b6db24992,basic,monthly,2025-08-19,2025-09-18,active,False,,,False,2,,2025-08-19
sub_423bfbe26c3c,acc_daf45ec91f09,PRO,annual,2025-09-17,2026-09-17,active,True,2025-09-03,2025-09-17,True,0,,2025-09-17
sub_8d9d86993a0b,acc_1b299c8b6f9d,free,free,2025-09-02,,active,True,2025-09-02,2025-09-16,False,0,,2025-09-02
sub_1389aa56851e,acc_410749b9a5b8,free,free,2025-07-11,,active,True,2025-07-11,2025-07-25,False,0,,2025-07-11
sub_df6293a8f67d,acc_4019c36df3cf,free,free,2025-09-14,,active,True,2025-09-14,2025-09-28,False,0,,2025-09-14
sub_24a4ac6cbd18,acc_4019c36df3cf,basic,annual,2025-10-18,2026-10-18,active,False,,,False,0,,2025-10-18
sub_7dfe0bfcd888,acc_e81621b61dd2,free,free,2025-09-16,,cancelled,True,2025-09-16,2025-09-30,False,0,no_longer_needed,2025-09-16
sub_02ebc0f2760c,acc_3f89bd2cc06e,basic,monthly,2025-08-11,2025-09-10,active,True,2025-07-26,2025-08-09,True,2,,2025-08-11
sub_15d5620cf670,acc_e79d6d7551bb,free,free,2025-06-02,,active,True,2025-06-02,2025-06-16,False,0,,2025-06-02
sub_e94a9d4935b2,acc_e79d6d7551bb,basic,annual,2025-07-10,2026-07-10,active,False,,,False,0,,2025-07-10
sub_414444464d62,acc_08a6a253f894,free,free,2025-06-02,,active,False,,,False,0,,2025-06-02
sub_275fc4f9fe3c,acc_e90c71866da1,free,free,2025-06-14,,active,True,2025-06-14,2025-06-28,False,0,,2025-06-14
sub_bb084be11715,acc_e90c71866da1,pro,annual,2025-07-26,2026-07-26,active,False,,,False,0,,2025-07-26
sub_d3bb4282c477,acc_991665993635,free,free,2025-07-07,,active,False,,,False,0,,2025-07-07
sub_8c0b29f4b70e,acc_d53e3ce2e0bb,pro,monthly,2025-09-26,2025-11-16,cancelled,True,2025-09-10,2025-09-24,True,0,no_longer_needed,2025-09-26
sub_36eb44da9529,acc_af25dd3ae8da,basic,annual,2025-10-26,2026/10/26,active,True,2025-10-12,2025-10-26,True,0,,2025-10-26
sub_1a3a18718c6b,acc_3166c15153f2,free,free,2025-10-11,,cancelled,True,2025-10-11,2025-10-25,False,0,trial_ended,2025-10-11
sub_1e7f91831d4c,acc_dcfbfee81dc0,basic,monthly,2025/10/02,2025-11-01,active,True,2025-09-17,2025-10-01,True,0,,2025-10-02
sub_7c14cfeb9873,acc_7e083836db6e,free,free,2025-06-22,,cancelled,True,2025-06-22,2025-07-06,False,0,too_expensive,2025-06-22
sub_08ebb5c9aad0,acc_297ca57b5782,free,free,2025-07-05,,active,True,2025-07-05,2025-07-19,False,0,,2025-07-05
sub_229279975ec4,acc_297ca57b5782,pro,annual,2025-08-10,2026-08-10,active,False,,,False,0,,2025-08-10
sub_6305552fd8b0,acc_3026b06c26fc,Free,free,2025-09-03,,cancelled,True,2025-09-03,2025-09-17,False,0,trial_ended,2025-09-03
sub_7c64bbef1dc5,acc_3026b06c26fc,pro,annual,2025-10-05,2025-11-06,cancelled,False,,,False,0,too_expensive,2025/10/05
sub_1bd0ab639474,acc_8c1913daa45d,pro,monthly,2025-08-30,2025-10-26,cancelled,True,2025-08-14,2025-08-28,True,0,no_longer_needed,2025-08-30
sub_9be2ca81147b,acc_61a2dd891f7e,free,free,2025-10-13,,active,False,,,False,0,,2025-10-13
sub_8937b0f79a6e,acc_b65880cd715a,pro,monthly,2025-07-01,2025-07-31,active,True,2025-06-17,2025-07-01,True,4,,2025-07-01
sub_c7197cb7f05f,acc_b65880cd715a,ultimate,Monthly,2025-08-12,2025-09-11,active,False,,,False,2,,2025-08-12
sub_61ac4945c2a0,acc_b65880cd715a,pro,annual,2025-09-22,2026-09-22,active,False,,,False,0,,2025-09-22
sub_f480dc82f99a,acc_9cc49a5b8145,free,free,2025-10-10,,cancelled,True,2025-10-10,2025-10-24,False,0,trial_ended,2025-10-10
sub_21dcd143953a,acc_80d40f52d85e,basic,annual,2025-09-06,2026/09/06,active,True,2025-08-21,2025-09-04,True,0,,2025-09-06
sub_b7c725d08eaf,acc_7f42fd7d373c,free,free,2025-09-27,,active,False,,,False,0,,2025-09-27
sub_a18f09b89ffb,acc_f150dd1d75fd,free,free,2025-09-02,,active,True,2025-09-02,2025-09-16,False,0,,2025-09-02
sub_14b37ad8d28b,acc_a1034da7e1fa,free,free,2025-09-21,,active,True,2025-09-21,2025-10-05,False,0,,2025-09-21
sub_406764ddfac3,acc_30fda7e32c53,basic,monthly,2025/09/08,2025-10-08,active,True,2025-08-25,2025-09-08,True,1,,2025-09-08
sub_6b1c5c9491e6,acc_30fda7e32c53,pro,monthly,2025-10-10,2025-11-09,active,False,,,False,0,,2025-10-10
sub_380dd4380326,acc_54deb3b24d4c,free,free,2025-09-03,,active,True,2025-09-03,2025-09-17,False,0,,2025-09-03
sub_c668dd8cede4,acc_54deb3b24d4c,basic,annual,2025-10-18,2026-10-18,active,False,,,False,0,,2025-10-18
sub_df7b1b853fef,acc_6ab1e7cb5e97,free,free,2025-07-07,,cancelled,True,2025-07-07,2025-07-21,False,0,trial_ended,2025-07-07
sub_fda73c7c9f02,acc_6ab1e7cb5e97,ultimate,monthly,2025-08-18,2025-09-02,cancelled,False,,,False,0,missing_features,2025-08-18
sub_868fc98572d3,acc_6ab1e7cb5e97,basic,monthly,2025-09-08,2025-10-08,active,False,,,False,1,,2025-09-08
sub_351991a2782d,acc_6ab1e7cb5e97,ultimate,annual,2025-10-10,2026-10-10,active,False,,,False,0,,2025-10-10
sub_b2609cdb447f,acc_308df53ad2fc,free,free,2025-09-18,,active,True,2025-09-18,2025-10-02,False,0,,2025-09-18
sub_90fa433d2067,acc_308df53ad2fc,ultimate,monthly,2025-10-20,2025-11-19,active,False,,,False,0,,2025-10-20
sub_2eee85d7c57f,acc_426e0a80ba74,free,free,2025-09-27,,active,True,2025-09-27,2025-10-11,False,0,,2025-09-27
sub_c2d5ca6cc418,acc_d2b6b510e8bb,free,free,2025-06-16,,active,True,2025-06-16,2025-06-30,False,0,,2025-06-16
sub_b3c2cf402173,acc_e36793c1e2c3,free,free,2025-07-19,,active,True,2025-07-19,2025-08-02,False,0,,2025-07-19
sub_03b02f968cb9,acc_7192dd9ff210,free,free,2025-07-13,,active,True,2025-07-13,2025-07-27,False,0,,2025-07-13
sub_548476af6d14,acc_f3dbf9ad0ca7,basic,monthly,2025-07-19,2025-08-18,active,True,2025-07-03,2025-07-17,True,3,,2025-07-19
sub_5b3faa62f482,acc_7bd7771f7b06,free,free,2025-06-19,,cancelled,True,2025-06-19,2025-07-03,False,0,too_expensive,2025-06-19
sub_7d41ae1fcfc1,acc_7bd7771f7b06,pro,monthly,2025-08-03,2025/09/02,active,False,,,False,2,,2025/08/03
sub_30480d26e1f4,acc_7560b6d2afaa,free,FREE,2025-08-29,,active,True,2025-08-29,2025-09-12,False,0,,2025-08-29
sub_4ea741a9b34f,acc_7560b6d2afaa,pro,monthly,2025-10-08,2025-11-07,active,False,,,False,0,,2025-10-08
sub_37654a6690da,acc_f7021551f104,free,free,2025-09-18,,cancelled,True,2025-09-18,2025-10-02,False,0,too_expensive,2025-09-18
sub_1b482c6a2c61,acc_f517149fc2d1,free,free,2025-09-25,,active,False,,,False,0,,2025-09-25
sub_435cd7411b6c,acc_37d2e6df4d99,free,free,2025-09-02,,active,False,,,False,0,,2025-09-02
sub_a4fd1f679baf,acc_37d2e6df4d99,basic,monthly,2025-10-15,2025-11-14,active,False,,,False,0,,2025-10-15
sub_6e051e97b8a5,acc_030c7dfa7012,free,FREE,2025-07-22,,active,True,2025-07-22,2025-08-05,False,0,,2025-07-22
sub_586443d6f6de,acc_030c7dfa7012,Basic,annual,2025-08-22,2026-08-22,active,False,,,False,0,,2025-08-22
sub_f9f1a5f4aefd,acc_81253ca220a7,free,free,2025-08-12,,cancelled,True,2025-08-12,2025-08-26,False,0,,2025-08-12
sub_e6d1ef9132b3,acc_81253ca220a7,pro,monthly,2025/09/15,2025-10-15,active,False,,,False,1,,2025-09-15
sub_82bc9d1eb2c4,acc_81253ca220a7,basic,monthly,2025-10-26,2025/11/19,cancelled,False,,,False,0,,2025-10-26
sub_e42f6413f417,acc_9bb146f0d98c,free,free,2025-06-10,,active,False,,,False,0,,2025-06-10
sub_30e4d30eac4c,acc_9bb146f0d98c,pro,annual,2025-07-19,2026-07-19,active,False,,,False,0,,2025-07-19
sub_41ce5fead0d9,acc_ec0ac8573c81,free,free,2025-08-29,,cancelled,True,2025-08-29,2025-09-12,False,0,switching_product,2025-08-29
sub_a54fe8e890c9,acc_ec0ac8573c81,basic,monthly,2025-10-03,2025-11-02,active,False,,,False,0,,2025-10-03
sub_c7e7bb2d318f,acc_b57153008e80,free,free,2025-07-27,,active,False,,,False,0,,2025-07-27
sub_472e081b392a,acc_d084cc52ab2c,Pro,annual,2025-07-10,2026-07-10,active,True,2025-06-24,2025-07-08,True,0,,2025-07-10
sub_5dce606625be,acc_b127d5768c38,free,free,2025-07-10,,cancelled,True,2025-07-10,2025-07-24,False,0,missing_features,2025-07-10
sub_af11b6530aa5,acc_b127d5768c38,basic,monthly,2025-08-15,2025-10-03,cancelled,False,,,False,0,no_longer_needed,2025-08-15
sub_1b0f594fc44d,acc_1860a9b5c330,Free,free,2025-10-11,,active,True,2025-10-11,2025-10-25,False,0,,2025-10-11
sub_0fffbb4ed303,acc_b45fe5a1c16b,free,free,2025-06-01,,active,True,2025-06-01,2025-06-15,False,0,,2025-06-01
sub_4da68fbc13a6,acc_9228314d7b77,basic,monthly,2025-09-20,2025-10-20,active,True,2025-09-05,2025-09-19,True,1,,2025-09-20
sub_126b132b9feb,acc_9228314d7b77,basic,annual,2025-10-28,2025-11-21,cancelled,False,,,False,0,trial_ended,2025-10-28
sub_f21af0596225,acc_cee1ee13bdcd,free,free,2025-07-22,,active,False,,,False,0,,2025-07-22
sub_265adcede537,acc_2c02403e60dd,free,free,2025-07-22,,active,True,2025-07-22,2025-08-05,False,0,,2025-07-22
sub_4584dc9968f6,acc_2c02403e60dd,basic,annual,2025-08-24,2025-10-22,cancelled,False,,,False,0,too_expensive,2025-08-24
sub_f8e575c42fa9,acc_2c02403e60dd,ultimate,monthly,2025-10-26,2025-11-25,active,False,,,False,0,,2025-10-26
sub_ef51ec890dcb,acc_6d112fb7043b,free,free,2025-10-12,,active,False,,,False,0,,2025-10-12
sub_5ca50d8ae0ce,acc_7378077ef024,free,free,2025-08-25,,cancelled,True,2025-08-25,2025-09-08,False,0,trial_ended,2025-08-25
sub_1dfad01eee48,acc_f64a95e0ab75,free,free,2025-06-13,,active,True,2025-06-13,2025-06-27,False,0,,2025-06-13
sub_8c68b7e702b9,acc_f64a95e0ab75,basic,monthly,2025-07-15,2025-08-14,active,False,,,False,3,,2025-07-15
sub_d270302379a7,acc_e77fe86dc7d8,free,free,2025-10-10,,active,True,2025-10-10,2025-10-24,False,0,,2025-10-10
sub_9690490bd06a,acc_979d4851edba,free,free,2025-09-26,,active,True,2025-09-26,2025-10-10,False,0,,2025-09-26
sub_8a2aa663b628,acc_a8db379259d5,pro,monthly,2025-07-07,2025-09-23,cancelled,True,2025-06-23,2025-07-07,True,0,trial_ended,2025-07-07
sub_05e06ff0a82f,acc_871415c584f4,free,free,2025-07-22,,active,True,2025-07-22,2025-08-05,False,0,,2025-07-22
sub_d4ff894ab17b,acc_871415c584f4,basic,monthly,2025-08-23,2025-10-02,cancelled,False,,,False,0,missing_features,2025-08-23
sub_b799f4ad4cf0,acc_871415c584f4,pro,annual,2025-10-10,2026-10-10,active,False,,,False,0,,2025-10-10
sub_b2dc72d1bfe3,acc_65fd246b49e0,free,free,2025-07-30,,cancelled,True,2025-07-30,2025-08-13,False,0,,2025-07-30
sub_04ba8c24c89b,acc_65fd246b49e0,basic,annual,2025-09-07,2026-09-07,active,False,,,False,0,,2025-09-07
sub_84ac99c51649,acc_21560bddf5ee,free,free,2025-06-26,,active,True,2025-06-26,2025-07-10,False,0,,2025-06-26
sub_a15eb5fb29ce,acc_1a59e067d611,free,free,2025-10-18,,active,False,,,False,0,,2025-10-18
sub_0a03987ab3cd,acc_f3e4435d1051,free,free,2025-09-11,,cancelled,True,2025-09-11,2025-09-25,False,0,too_expensive,2025-09-11
sub_19da1c6b2abd,acc_f3e4435d1051,pro,monthly,2025-10-26,2025-11-25,active,False,,,False,0,,2025-10-26
sub_bc3747867414,acc_960f5deb2b8f,basic,monthly,2025-10-09,2025-10-31,cancelled,True,2025-09-23,2025-10-07,True,0,trial_ended,2025-10-09
sub_a289acd8a866,acc_1efebb9f03b7,free,free,2025-10-16,,active,False,,,False,0,,2025-10-16
sub_0d933a8907cf,acc_6fae3adf03d0,free,free,2025/10/01,,active,True,2025-10-01,2025-10-15,False,0,,2025-10-01
sub_c0949c44ffcd,acc_cc41801cd309,ultimate,Annual,2025/10/30,2026-10-30,active,True,2025-10-15,2025-10-29,True,0,,2025-10-30
sub_e9e7c5b52930,acc_aee59c2abcc0,basic,monthly,2025-09-22,2025-10-22,active,True,2025-09-08,2025-09-22,True,1,,2025/09/22
sub_8241890ea120,acc_fa8af142b95c,basic,annual,2025-09-13,2026-09-13,active,True,2025-08-29,2025-09-12,True,0,,2025-09-13
sub_80115feae891,acc_ac61f5b0a2d3,basic,monthly,2025-06-26,2025/07/26,active,True,2025-06-12,2025-06-26,True,4,,2025-06-26
sub_c2af99ce1514,acc_ac61f5b0a2d3,basic,annual,2025-07-28,2026-07-28,active,False,,,False,0,,2025/07/28
sub_40eb1dad1be0,acc_e0a1021fdfc4,free,free,2025-08-29,,active,False,,,False,0,,2025-08-29
sub_67a121273c5d,acc_da3c446aab98,Basic,monthly,2025-07-23,2025-09-13,cancelled,True,2025-07-09,2025-07-23,True,0,no_longer_needed,2025-07-23
sub_c4c52ccfa1c5,acc_f4975ab4898c,free,free,2025-09-11,,active,False,,,False,0,,2025-09-11
sub_0c7316701263,acc_5aa9093209ed,free,free,2025-06-05,,active,False,,,False,0,,2025-06-05
sub_d846ddb3947b,acc_1e5236fb7d8d,free,free,2025-09-07,,active,True,2025-09-07,2025-09-21,False,0,,2025-09-07
sub_1a80a4886c3e,acc_1e5236fb7d8d,pro,monthly,2025-10-18,2025-11-17,active,False,,,False,0,,2025-10-18
sub_83d23f017de3,acc_1aadc1e648d0,free,free,2025-06-07,,active,True,2025-06-07,2025-06-21,False,0,,2025-06-07
sub_804bea681ffa,acc_255fd1252bce,free,free,2025/09/03,,active,True,2025-09-03,2025-09-17,False,0,,2025-09-03
sub_a1a16046ac27,acc_255fd1252bce,pro,monthly,2025-10-08,2025/10/26,cancelled,False,,,False,0,no_longer_needed,2025-10-08
sub_d26a9e54c6ee,acc_369919048086,free,free,2025-08-04,,active,False,,,False,0,,2025-08-04
sub_1450511247af,acc_c877cf733639,free,free,2025-08-30,,active,False,,,False,0,,2025-08-30
sub_27e67f8fcf56,acc_858244313997,free,free,2025-08-30,,active,True,2025-08-30,2025-09-13,False,0,,2025-08-30
sub_72eea47fc0d6,acc_39e0b778d6a4,free,free,2025-08-20,,cancelled,True,2025-08-20,2025-09-03,False,0,trial_ended,2025-08-20
sub_e247f8f52485,acc_39e0b778d6a4,basic,ANNUAL,2025-10-04,2026-10-04,active,False,,,False,0,,2025-10-04
sub_f4a9a2e35c84,acc_4632197994d3,free,free,2025-08-02,,active,False,,,False,0,,2025-08-02
sub_e1b8d0d90490,acc_4632197994d3,basic,annual,2025-09-09,2026-09-09,active,False,,,False,0,,2025-09-09
sub_b0be8dd0c66c,acc_1b65c8fcd5f3,free,free,2025-09-19,,active,False,,,False,0,,2025-09-19
sub_2d4aa4d49fff,acc_e8a8dba4bb94,free,free,2025-06-09,,active,False,,,False,0,,2025-06-09
sub_0b9584c2bde7,acc_e8a8dba4bb94,ultimate,annual,2025-07-18,2025-08-19,cancelled,False,,,False,0,missing_features,2025-07-18
sub_be69031768c4,acc_c00761e243ff,Free,free,2025-07-21,,active,False,,,False,0,,2025-07-21
sub_3eeef5ab2982,acc_9efe54f383ac,free,free,2025-08-28,,cancelled,True,2025-08-28,2025-09-11,False,0,switching_product,2025-08-28
sub_fe2a16280b6d,acc_f4c307a153d9,free,free,2025-08-30,,cancelled,True,2025-08-30,2025-09-13,False,0,no_longer_needed,2025-08-30
sub_edd7f4501dc9,acc_f4c307a153d9,basic,monthly,2025-10-01,2025-10-31,active,False,,,False,0,,2025-10-01
sub_6dc198699b2f,acc_efe147e0cf5f,free,free,2025-07-24,,active,True,2025-07-24,2025-08-07,False,0,,2025-07-24
sub_5923687ca91a,acc_7bd0d8ad9073,free,free,2025-10-04,,cancelled,True,2025-10-04,2025-10-18,False,0,switching_product,2025-10-04
sub_5a03c5c0e5e8,acc_ba9eb0e64f8a,free,free,2025-06-08,,active,True,2025-06-08,2025-06-22,False,0,,2025-06-08
sub_a64c535bee5a,acc_fcea55c856cb,free,free,2025-07-17,,cancelled,True,2025-07-17,2025-07-31,False,0,switching_product,2025-07-17
sub_c67b856eb28b,acc_4e18bed13524,free,free,2025-08-27,,active,True,2025-08-27,2025-09-10,False,0,,2025-08-27
sub_022249fc9e49,acc_bc3f8c97ad3a,free,free,2025-06-21,,cancelled,True,2025-06-21,2025-07-05,False,0,too_expensive,2025-06-21
sub_0487fc3b8b67,acc_6f9eb83d261f,free,free,2025-09-15,,active,False,,,False,0,,2025/09/15
sub_1697d58fe709,acc_6f9eb83d261f,basic,monthly,2025-10-23,2025-11-22,cancelled,False,,,False,0,trial_ended,2025-10-23
sub_8ad4b0324959,acc_341bddb446bf,free,free,2025-06-23,,active,True,2025-06-23,2025-07-07,False,0,,2025-06-23
sub_78f6608559c5,acc_90097fc86512,free,free,2025-06-26,,active,True,2025-06-26,2025-07-10,False,0,,2025-06-26
sub_800c2b3972c5,acc_90097fc86512,pro,monthly,2025-07-30,2025-08-21,cancelled,False,,,False,0,trial_ended,2025-07-30
sub_8003883273d9,acc_90097fc86512,basic,annual,2025-08-25,2025-09-20,cancelled,False,,,False,0,switching_product,2025-08-25
sub_2e7944af075f,acc_07f2abc16a7e,free,free,2025-06-16,,active,True,2025-06-16,2025-06-30,False,0,,2025-06-16
sub_f13089bfa437,acc_07f2abc16a7e,ultimate,annual,2025-07-18,2026-07-18,active,False,,,False,0,,2025-07-18
sub_0e01dce8c100,acc_76533486a4c8,ultimate,monthly,2025-07-03,2025-08-02,active,True,2025-06-19,2025-07-03,True,3,,2025-07-03
sub_fe9c36dad89d,acc_76533486a4c8,ultimate,monthly,2025-08-04,2025-09-03,active,False,,,False,2,,2025-08-04
sub_232e9d9a5d17,acc_76533486a4c8,pro,annual,2025-09-06,2026-09-06,active,False,,,False,0,,2025-09-06
sub_5e8464173f14,acc_699cfbc5b9c1,basic,monthly,2025-07-18,2025-08-17,active,True,2025-07-03,2025-07-17,True,3,,2025/07/18
sub_402f23bba05a,acc_699cfbc5b9c1,pro,annual,2025-08-25,2026-08-25,active,False,,,False,0,,2025-08-25
sub_f4033b2fa38d,acc_0f5eda59b6d4,pro,monthly,2025-10-28,2025-11-27,active,True,2025-10-14,2025-10-28,True,0,,2025-10-28
sub_ac75c1ddb1f3,acc_ed06d5ab6889,ultimate,annual,2025-08-17,2026-08-17,active,True,2025-08-02,2025-08-16,True,0,,2025/08/17
sub_72598b863433,acc_84157c689a7a,free,free,2025-09-01,,active,False,,,False,0,,2025-09-01
sub_5fe7830e8912,acc_84157c689a7a,basic,monthly,2025-10-07,2025/11/06,active,False,,,False,0,,2025-10-07
sub_2f170d036555,acc_f13926ed6670,free,free,2025-07-20,,active,True,2025-07-20,2025-08-03,False,0,,2025-07-20
sub_f8817b7f0825,acc_8ed0fe0f8b22,pro,monthly,2025-06-25,2025-07-25,active,True,2025-06-10,2025-06-24,True,4,,2025-06-25
sub_f7050e2584db,acc_7abd72d154f0,free,free,2025-06-30,,active,False,,,False,0,,2025-06-30
sub_de8da40add8e,acc_6ab7f5275847,free,free,2025-10-09,,active,True,2025-10-09,2025-10-23,False,0,,2025-10-09
sub_04ad13b5c25d,acc_df6ca04af192,free,free,2025-06-26,,cancelled,True,2025-06-26,2025-07-10,False,0,too_expensive,2025-06-26
sub_0dba43e7b1d4,acc_df6ca04af192,ultimate,monthly,2025-07-30,2025-08-29,active,False,,,False,3,,2025-07-30
sub_6c45c71b340e,acc_7ef5bf236e6c,free,Free,2025-06-07,,active,False,,,False,0,,2025-06-07
sub_471e8fd69f4e,acc_7ef5bf236e6c,basic,annual,2025-07-21,2026-07-21,active,False,,,False,0,,2025-07-21
sub_a395d44d5797,acc_f2302ffd9b22,free,free,2025-06-21,,active,False,,,False,0,,2025-06-21
sub_11a04bb33f74,acc_f2302ffd9b22,pro,monthly,2025-08-03,2025-09-02,active,False,,,False,2,,2025-08-03
sub_28b678782a3a,acc_f2302ffd9b22,pro,annual,2025-09-14,2026-09-14,active,False,,,False,0,,2025-09-14
sub_c2b891c5b643,acc_0dfd382e822d,ultimate,monthly,2025-10-28,2026-01-10,cancelled,True,2025-10-12,2025-10-26,True,0,no_longer_needed,2025-10-28
sub_bbe9ce647925,acc_4f89daa361a1,free,free,2025-08-20,,active,False,,,False,0,,2025-08-20
sub_5b3315a61850,acc_4f89daa361a1,ultimate,monthly,2025-09-29,2025-10-30,cancelled,False,,,False,0,switching_product,2025-09-29
sub_47bdb2738ef8,acc_35ecbd0f7fcb,free,free,2025-08-09,,active,True,2025-08-09,2025-08-23,False,0,,2025-08-09
sub_d4c057b7eda1,acc_35ecbd0f7fcb,pro,monthly,2025-09-23,2025-10-23,active,False,,,False,1,,2025-09-23
sub_7f7bacbb51de,acc_c975093a9666,free,free,2025-10-08,,active,True,2025-10-08,2025-10-22,False,0,,2025-10-08
sub_3450356a0efb,acc_14a9113001de,free,free,2025-08-02,,active,False,,,False,0,,2025-08-02
sub_c52cb010f5a5,acc_14a9113001de,ultimate,monthly,2025-09-02,2025-10-02,active,False,,,False,1,,2025/09/02
sub_85c36534f00b,acc_14a9113001de,basic,monthly,2025-10-17,2025-11-06,cancelled,False,,,False,0,too_expensive,2025/10/17
sub_230ba984c190,acc_e9621fa6e098,free,free,2025-07-31,,active,True,2025-07-31,2025-08-14,False,0,,2025-07-31
