account_id,signup_date,utm_source,utm_campaign,ref,account_type,_sig_parsed
acc_1b299c8b6f9d,2025-09-02,email,Campaign_F,,normal,2025-09-02
acc_410749b9a5b8,2025-07-11,facebook,Campaign_E,,normal,2025-07-11
acc_4019c36df3cf,2025-09-14,referral,Campaign_D,,normal,2025-09-14
acc_e81621b61dd2,2025-09-16,facebook,Campaign_E,thompson-larson.net,normal,2025-09-16
acc_3f89bd2cc06e,2025-07-26,organic,Campaign_B,,normal,2025-07-26
acc_e79d6d7551bb,2025-06-02,facebook,Campaign_A,campbell.com,normal,2025-06-02
acc_08a6a253f894,2025-06-02,organic,Campaign_F,shaffer.com,normal,2025-06-02
acc_e90c71866da1,2025-06-14,,Campaign_A,,normal,2025-06-14
acc_991665993635,2025-07-07,facebook,Campaign_D,garcia.com,normal,2025-07-07
acc_d53e3ce2e0bb,2025-09-10,direct,Campaing_E,,normal,2025-09-10
acc_af25dd3ae8da,2025/10/12,direct,Campaign_A,james.com,normal,2025-10-12
acc_3166c15153f2,2025-10-11,organic,Campaign_B,ponce-sloan.biz,normal,2025-10-11
acc_dcfbfee81dc0,2025-09-17,direct,Campaign_C,padilla.com,normal,2025-09-17
acc_7e083836db6e,2025-06-22,email,Campaign_A,,normal,2025-06-22
acc_297ca57b5782,2025-07-05,google,Campaign_C,roberson-pope.biz,normal,2025-07-05
acc_3026b06c26fc,2025-09-03,google,Campaign_F,allen.com,agency,2025-09-03
acc_8c1913daa45d,2025/08/14,direct,Campaign_B,hernandez.net,normal,2025-08-14
acc_61a2dd891f7e,2025-10-13,email,,,normal,2025-10-13
acc_b65880cd715a,2025-06-17,organic,Campaign_F,peters.com,normal,2025-06-17
acc_9cc49a5b8145,2025-10-10,email,Campaign_B,,Normal,2025-10-10
acc_80d40f52d85e,2025/08/21,direct,Campaign_A,,normal,2025-08-21
acc_7f42fd7d373c,2025-09-27,email,Campaign_F,strong-holmes.biz,normal,2025-09-27
acc_f150dd1d75fd,2025-09-02,referral,Campaign_C,,normal,2025-09-02
acc_a1034da7e1fa,2025-09-21,organic,Campaign_E,,Normal,2025-09-21
acc_30fda7e32c53,2025-08-25,referral,Campaign_A,,normal,2025-08-25
acc_54deb3b24d4c,2025-09-03,facebook,Campaign_A,smith-carrillo.com,normal,2025-09-03
acc_6ab1e7cb5e97,2025-07-07,google,Campaign_E,,normal,2025-07-07
acc_308df53ad2fc,2025-09-18,referral,Campaing_E,,normal,2025-09-18
acc_426e0a80ba74,2025-09-27,facebook,Campaign_C,,normal,2025-09-27
acc_d2b6b510e8bb,2025-06-16,facebook,Campaign_E,,normal,2025-06-16
acc_e36793c1e2c3,2025-07-19,google,Campaign_D,hopkins-hill.com,normal,2025-07-19
acc_7192dd9ff210,2025-07-13,direct,Campaign_C,,agency,2025-07-13
acc_f3dbf9ad0ca7,2025-07-03,email,Campaign_D,ho-martinez.com,normal,2025-07-03
acc_7bd7771f7b06,2025-06-19,google,Campaign_E,,normal,2025-06-19
acc_7560b6d2afaa,2025-08-29,email,Campaign_E,,normal,2025-08-29
acc_f7021551f104,2025-09-18,google,Campaign_D,garcia-pope.biz,normal,2025-09-18
acc_f517149fc2d1,2025/09/25,direct,Campaign_D,tucker.com,normal,2025-09-25
acc_37d2e6df4d99,2025-09-02,facebook,Campaign_E,,normal,2025-09-02
acc_030c7dfa7012,2025-07-22,email,Campaign_E,,NORMAL,2025-07-22
acc_81253ca220a7,2025-08-12,direct,Campaign_C,keller.org,normal,2025-08-12
acc_9bb146f0d98c,2025-06-10,email,Campaign_A,,normal,2025-06-10
acc_ec0ac8573c81,2025-08-29,referral,Campaign_A,,normal,2025-08-29
acc_b57153008e80,2025-07-27,organic,Campaign_C,,normal,2025-07-27
acc_d084cc52ab2c,2025-06-24,organic,Campaign_F,obrien.com,normal,2025-06-24
acc_b127d5768c38,2025-07-10,google,Campaign_A,,normal,2025-07-10
acc_1860a9b5c330,2025-10-11,facebook,Campaign_C,johnson.com,agency,2025-10-11
acc_b45fe5a1c16b,2025-06-01,google,Campaign_D,,Normal,2025-06-01
acc_9228314d7b77,2025-09-05,google,Campaign_D,,normal,2025-09-05
acc_cee1ee13bdcd,2025-07-22,,Campaign_D,,normal,2025-07-22
acc_2c02403e60dd,2025-07-22,google,Campaign_A,,normal,2025-07-22
acc_6d112fb7043b,2025-10-12,google,Campaign_E,thompson-mcdaniel.com,normal,2025-10-12
acc_7378077ef024,2025-08-25,email,Campaign_A,garcia-mcguire.org,normal,2025-08-25
acc_f64a95e0ab75,2025-06-13,organic,Campaign_D,martin-harris.info,normal,2025-06-13
acc_e77fe86dc7d8,2025-10-10,google,Campaign_A,,agency,2025-10-10
acc_979d4851edba,2025-09-26,email,Campaign_E,dean-lawson.biz,normal,2025-09-26
acc_a8db379259d5,2025-06-23,google,Campaign_D,bradley.com,normal,2025-06-23
acc_871415c584f4,2025-07-22,referral,Campaign_C,,normal,2025-07-22
acc_65fd246b49e0,2025-07-30,direct,,matthews-carter.net,normal,2025-07-30
acc_21560bddf5ee,2025-06-26,referral,Campaign_C,,agency,2025-06-26
acc_1a59e067d611,2025-10-18,referral,Campaign_D,,normal,2025-10-18
acc_f3e4435d1051,2025-09-11,facebook,Campaign_A,sandoval.com,normal,2025-09-11
acc_960f5deb2b8f,2025-09-23,email,Campaign_F,,agency,2025-09-23
acc_1efebb9f03b7,2025-10-16,,Campaign_B,,normal,2025-10-16
acc_6fae3adf03d0,2025-10-01,direct,Campaign_B,,normal,2025-10-01
acc_cc41801cd309,2025-10-15,google,Campaign_F,,normal,2025-10-15
acc_aee59c2abcc0,2025-09-08,organic,Campaign_D,,agency,2025-09-08
acc_fa8af142b95c,2025-08-29,google,Campaign_C,,normal,2025-08-29
acc_ac61f5b0a2d3,2025-06-12,google,Campaign_A,,agency,2025-06-12
acc_e0a1021fdfc4,2025-08-29,email,,,normal,2025-08-29
acc_da3c446aab98,2025-07-09,organic,Campaign_A,,normal,2025-07-09
acc_f4975ab4898c,2025-09-11,email,Campaign_B,smith-logan.org,normal,2025-09-11
acc_5aa9093209ed,2025-06-05,direct,Campaign_A,,agency,2025-06-05
acc_1e5236fb7d8d,2025-09-07,email,Campaign_A,,normal,2025-09-07
acc_1aadc1e648d0,2025-06-07,email,Campaign_C,,normal,2025-06-07
acc_255fd1252bce,2025-09-03,direct,Campaign_F,,normal,2025-09-03
acc_369919048086,2025-08-04,organic,Campaign_B,,normal,2025-08-04
acc_c877cf733639,2025-08-30,referral,Campaign_E,,normal,2025-08-30
acc_858244313997,2025-08-30,email,Campaign_C,,normal,2025-08-30
acc_39e0b778d6a4,2025-08-20,facebook,Campaign_E,,normal,2025-08-20
acc_4632197994d3,2025-08-02,facebook,Campaign_D,,agency,2025-08-02
acc_1b65c8fcd5f3,2025-09-19,referral,,callahan-ramsey.com,normal,2025-09-19
acc_e8a8dba4bb94,2025-06-09,referral,Campaign_B,,normal,2025-06-09
acc_c00761e243ff,2025-07-21,,Campaign_C,mayo.com,agency,2025-07-21
acc_9efe54f383ac,2025-08-28,email,Campaign_D,,normal,2025-08-28
acc_f4c307a153d9,2025-08-30,google,Campaign_D,,normal,2025-08-30
acc_efe147e0cf5f,2025-07-24,organic,Campaign_A,hale-buckley.org,normal,2025-07-24
acc_7bd0d8ad9073,2025-10-04,referral,Campaign_E,wilson-flores.com,normal,2025-10-04
acc_ba9eb0e64f8a,2025-06-08,organic,Campaign_A,barron.info,normal,2025-06-08
acc_fcea55c856cb,2025-07-17,email,Campaign_D,,normal,2025-07-17
acc_4e18bed13524,2025-08-27,google,Campaign_E,morris-simon.com,normal,2025-08-27
acc_bc3f8c97ad3a,2025/06/21,direct,Campaign_F,baker.com,normal,2025-06-21
acc_6f9eb83d261f,2025-09-15,facebook,Campaign_C,,normal,2025-09-15
acc_341bddb446bf,2025-06-23,email,Campaign_C,miller.com,normal,2025-06-23
acc_90097fc86512,2025/06/26,facebook,Campaign_A,robinson.com,normal,2025-06-26
acc_07f2abc16a7e,2025-06-16,direct,Campaign_A,clark-garza.net,normal,2025-06-16
acc_76533486a4c8,2025-06-19,direct,,,normal,2025-06-19
acc_699cfbc5b9c1,2025-07-03,email,Campaign_C,moore.com,agency,2025-07-03
acc_0f5eda59b6d4,2025-10-14,referral,Campaign_A,,normal,2025-10-14
acc_ed06d5ab6889,2025-08-02,direct,Campaign_A,harris.biz,normal,2025-08-02
acc_84157c689a7a,2025-09-01,organic,Campaign_C,parks.com,Normal,2025-09-01
acc_f13926ed6670,2025-07-20,google,Campaign_E,murray.com,normal,2025-07-20
acc_8ed0fe0f8b22,2025-06-10,email,Campaign_A,,normal,2025-06-10
acc_7abd72d154f0,2025-06-30,email,Campaign_D,,normal,2025-06-30
acc_6ab7f5275847,2025-10-09,google,Campaign_A,baker-mcintosh.com,normal,2025-10-09
acc_df6ca04af192,2025-06-26,referral,Campaign_C,,normal,2025-06-26
acc_7ef5bf236e6c,2025-06-07,organic,,,normal,2025-06-07
acc_f2302ffd9b22,2025-06-21,organic,,davis-wong.biz,normal,2025-06-21
acc_0dfd382e822d,2025-10-12,facebook,Campaign_D,carter.com,normal,2025-10-12
acc_4f89daa361a1,2025-08-20,referral,Campaign_E,,normal,2025-08-20
acc_35ecbd0f7fcb,2025-08-09,direct,Campaign_C,,normal,2025-08-09
acc_c975093a9666,2025-10-08,,Campaign_F,,normal,2025-10-08
acc_14a9113001de,2025-08-02,facebook,Campaign_A,,normal,2025-08-02
acc_e9621fa6e098,2025-07-31,,Campaign_D,andrade.biz,normal,2025-07-31
acc_f201e8163e52,2025-09-14,facebook,Campaign_A,,normal,2025-09-14
acc_2dfb61e46807,2025-09-06,,Campaign_E,,NORMAL,2025-09-06
acc_6af9572ad7b7,2025-06-21,organic,Campaign_A,,normal,2025-06-21
acc_001eed1d4f70,2025-06-08,email,Campaign_E,,normal,2025-06-08
acc_9d9264ce2bdf,2025-06-21,referral,Campaign_D,,normal,2025-06-21
acc_bb5ca48fe956,2025-09-08,google,Campaign_C,,normal,2025-09-08
acc_728f955ef4ff,2025-10-07,referral,Campaign_A,,normal,2025-10-07
acc_fabf1d490c0d,2025-09-21,referral,Campaign_A,,normal,2025-09-21
acc_b7f9bdb304a9,2025-08-13,google,Campaign_A,thompson.com,normal,2025-08-13
acc_87cadbe68ff9,2025-08-16,direct,Campaign_A,,agency,2025-08-16
acc_64da82a23903,2025-09-15,google,Campaign_A,,normal,2025-09-15
acc_bed5726e12a0,2025-09-16,facebook,Campaign_C,,normal,2025-09-16
acc_2b1db1c0c0d8,2025-10-09,direct,Campaign_A,,normal,2025-10-09
acc_774e2599acce,2025-07-29,direct,Campaign_D,fischer.com,normal,2025-07-29
acc_4608d96391d3,2025/06/30,email,Campaign_C,,normal,2025-06-30
acc_40e57bc669d7,2025-07-08,referral,Campaign_C,,normal,2025-07-08
acc_e1ba38beaa3b,2025-06-30,direct,Campaign_E,ellis-carey.com,normal,2025-06-30
acc_9afd58db2d4d,2025-10-12,email,Campaign_D,,normal,2025-10-12
acc_1c2f211cebf1,2025-07-05,google,Campaign_A,,normal,2025-07-05
acc_dab216ff9885,2025-10-15,email,Campaign_F,,normal,2025-10-15
acc_a70dfa4adfa5,2025-08-20,direct,Campaign_A,,normal,2025-08-20
acc_5884ea742ed2,2025-09-23,facebook,Campaign_E,,normal,2025-09-23
acc_45a26ecf4e58,2025-06-23,referral,Campaign_A,,agency,2025-06-23
acc_00cd325ac006,2025-07-13,,,,agency,2025-07-13
acc_a0db6a0bf363,2025-07-14,google,Campaign_E,,agency,2025-07-14
acc_3d52100c904c,2025-10-13,organic,Campaign_A,,normal,2025-10-13
acc_b95bbff94cd5,2025-08-31,email,Campaign_C,,agency,2025-08-31
acc_150e05ede5bf,2025-10-19,google,Campaign_E,,normal,2025-10-19
acc_41b73834d3b2,2025-08-27,google,Campaign_B,,normal,2025-08-27
acc_811def05aebf,2025-08-05,direct,Campaign_F,becker-mills.com,normal,2025-08-05
acc_90f50328e70c,2025-07-02,email,Campaign_A,,normal,2025-07-02
acc_88b424cee531,2025-07-30,google,Campaign_A,smith-williams.com,agency,2025-07-30
acc_e59273c09739,2025-08-26,,Campaign_D,martinez.com,normal,2025-08-26
acc_85b26d50ee8a,2025-06-09,referral,Campaign_D,,normal,2025-06-09
acc_aa4fc8910740,2025/06/24,direct,Campaign_A,,normal,2025-06-24
acc_4577d54391c7,2025-07-05,google,,nelson.org,normal,2025-07-05
acc_c9409ae077eb,2025-08-09,google,Campaign_C,carter.info,normal,2025-08-09
acc_d20819b54cc7,2025-07-31,direct,Campaign_F,,normal,2025-07-31
acc_13d69e6a7563,2025-10-20,organic,Campaign_F,,agency,2025-10-20
acc_1f20635cdd60,2025-08-18,direct,Campaign_E,harper-thompson.biz,normal,2025-08-18
acc_bf6d85e56fa8,2025-08-10,google,Campaign_D,,normal,2025-08-10
acc_97359f88cf2d,2025-09-28,google,Campaign_E,taylor-spencer.com,normal,2025-09-28
acc_24148981b1e5,2025-07-16,direct,Campaign_D,,normal,2025-07-16
acc_f306a5b9d1e2,2025-07-15,google,Campaign_A,,normal,2025-07-15
acc_96bfb71d8f74,2025-07-13,referral,Campaign_A,,normal,2025-07-13
acc_74e8565a25c3,2025-07-20,referral,Campaign_E,,normal,2025-07-20
acc_a69aabc9ca31,2025-06-01,direct,Campaign_A,,agency,2025-06-01
acc_f228e085cf33,2025-07-29,facebook,Campaign_C,,normal,2025-07-29
acc_f046738365c0,2025-10-08,direct,Campaign_C,meadows.com,normal,2025-10-08
acc_ac9ea243b3cb,2025-10-20,organic,Campaign_C,,agency,2025-10-20
acc_08d5a156e4c3,2025-10-12,referral,Campaign_D,campos.com,agency,2025-10-12
acc_df3f2873ecc1,2025-09-17,organic,Campaign_B,,normal,2025-09-17
acc_3d0bb865ba8d,2025-10-12,,Campaign_E,,normal,2025-10-12
acc_2f3004515f3a,2025-08-12,email,Campaign_D,,normal,2025-08-12
acc_d0fead71be19,2025-09-25,google,Campaign_A,,agency,2025-09-25
acc_a9f82b419fea,2025-06-22,organic,Campaign_F,,normal,2025-06-22
acc_433ea9d4a02e,2025-09-23,google,Campaign_C,,normal,2025-09-23
acc_7280be4b9b70,2025-09-17,google,Campaign_C,bowman.com,normal,2025-09-17
acc_99e0d8419da7,2025-09-03,referral,Campaign_F,hanson-gonzalez.com,agency,2025-09-03
acc_2858ad98a716,2025-06-05,email,Campaign_C,hernandez.net,normal,2025-06-05
acc_4f0a2bfa1678,2025-08-07,facebook,Campaign_C,,agency,2025-08-07
acc_42f1ca59e3fb,2025-06-09,facebook,Campaign_F,,normal,2025-06-09
acc_0c7bb04c5fd3,2025-09-05,organic,Campaign_E,,normal,2025-09-05
acc_375dbfa6425b,2025-09-13,referral,Campaign_D,,normal,2025-09-13
acc_65bcef0c3545,2025-07-07,direct,Campaign_C,,normal,2025-07-07
acc_86e4e782aed6,2025-10-07,organic,Campaign_E,,NORMAL,2025-10-07
acc_1a1fd104d744,2025-09-15,,Campaign_A,,normal,2025-09-15
acc_fc0fd8c62eab,2025-09-05,email,Campaign_A,hunt.net,normal,2025-09-05
acc_eef579c99476,2025-06-23,direct,Campaign_E,alvarez.com,agency,2025-06-23
acc_c52e817e5e78,2025-09-27,direct,Campaign_A,,normal,2025-09-27
acc_6265fe4696d2,2025-10-09,referral,Campaign_D,,normal,2025-10-09
acc_27eba2cf5cde,2025-08-09,email,Campaign_A,,normal,2025-08-09
acc_0fbb9dc8173a,2025-09-26,organic,Campaign_E,,normal,2025-09-26
acc_a8cc31d9650a,2025-08-07,,Campaign_E,,normal,2025-08-07
acc_2656f4d659d2,2025-08-21,direct,Campaign_D,,normal,2025-08-21
acc_2c0fd5b89e45,2025-08-11,,Campaign_C,,normal,2025-08-11
acc_1b4476f30cea,2025-10-13,organic,Campaign_C,howard.com,agency,2025-10-13
acc_2fed845ed2d1,2025-06-09,email,Campaign_F,,normal,2025-06-09
acc_580f35ffbb60,2025-06-21,,Campaign_A,,agency,2025-06-21
acc_a86f6bc35f19,2025-10-07,referral,Campaign_C,,normal,2025-10-07
acc_963c7c53c4a6,2025-09-23,organic,Campaign_A,,normal,2025-09-23
acc_6520a8298d23,2025-10-09,direct,Campaign_B,,normal,2025-10-09
acc_a61847465ac4,2025-07-08,email,Campaign_E,,normal,2025-07-08
acc_6e9cd0ebf9b6,2025-06-18,organic,,,normal,2025-06-18
acc_c0075aa02cdd,2025-06-05,organic,Campaign_C,,normal,2025-06-05
acc_4025695d0c5b,2025-07-26,google,Campaign_C,silva-gallegos.com,normal,2025-07-26
acc_7b5e1e0d5d79,2025-09-25,email,Campaign_B,,normal,2025-09-25
acc_7107f75c7304,2025-08-12,,Campaign_F,davis.info,normal,2025-08-12
acc_125fd3eac4b2,2025-08-31,google,Campaign_E,,agency,2025-08-31
acc_bfa5d11afab5,2025-06-25,facebook,Campaign_A,,normal,2025-06-25
acc_536f371bf660,2025-09-16,organic,Campaign_A,,normal,2025-09-16
acc_3c45f943cd88,2025-10-04,referral,Campaign_B,johnson.com,normal,2025-10-04
acc_b613440744c2,2025-06-20,facebook,Campaign_D,,agency,2025-06-20
acc_4c111bf06e00,2025-08-28,referral,Campaign_C,,normal,2025-08-28
acc_fac1eab07da4,2025-06-11,,Campaign_A,anderson-walsh.net,normal,2025-06-11
acc_61a3fa28f0ff,2025-07-15,organic,Campaign_A,,agency,2025-07-15
acc_c03489a71d08,2025-06-27,facebook,Campaign_B,,normal,2025-06-27
acc_92eae522197f,2025-08-03,google,Campaign_D,miller.com,NORMAL,2025-08-03
acc_ecf7e3ae7dae,2025-08-15,google,Campaign_C,,agency,2025-08-15
acc_f60e7708797e,2025-10-19,organic,Campaign_B,schroeder-carroll.com,normal,2025-10-19
acc_3f360e53272b,2025-08-17,google,Campaign_E,,agency,2025-08-17
acc_3796a90fd34b,2025-08-27,,Campaign_B,lee-clark.info,normal,2025-08-27
acc_2bb4950cf163,2025-09-06,email,Campaign_D,bell.com,agency,2025-09-06
acc_d58cb64d9f31,2025-07-11,email,Campaign_E,,normal,2025-07-11
acc_a1dd2711637e,2025/10/06,organic,Campaign_C,,normal,2025-10-06
acc_06ec83f2939a,2025-07-20,email,Campaign_D,,normal,2025-07-20
acc_98f0c1b531ae,2025-08-30,direct,,,normal,2025-08-30
acc_69009c169cf3,2025-08-08,referral,Campaign_C,,agency,2025-08-08
acc_d21c788a17c2,2025-08-15,organic,Campaign_E,,agency,2025-08-15
acc_f42dbadb5cff,2025-07-08,email,,,normal,2025-07-08
acc_fdfc55bd8985,2025-06-04,direct,Campaign_E,ruiz.com,normal,2025-06-04
acc_f98d41b019ff,2025-06-11,email,Campaign_B,morgan.com,normal,2025-06-11
acc_ab6e2cd50383,2025-08-06,,Campaign_F,,normal,2025-08-06
acc_cb1910ec9f41,2025-10-09,referral,Campaign_F,montoya.com,normal,2025-10-09
acc_0735314bd347,2025-09-08,email,Campaign_C,snyder.org,normal,2025-09-08
acc_6d2f5e8889e7,2025-07-20,referral,Campaign_F,,normal,2025-07-20
acc_8d09e0ff7c48,2025-06-04,facebook,Campaign_A,,agency,2025-06-04
acc_cbb2e29f588f,2025-08-22,email,Campaign_A,,normal,2025-08-22
acc_3738b6ae1731,2025-06-13,organic,Campaign_C,crawford.com,agency,2025-06-13
acc_ac1914639691,2025-06-15,referral,Campaign_A,,normal,2025-06-15
acc_93a0f5a5ec69,2025-09-12,email,Campaign_E,,normal,2025-09-12
acc_8af72c882cc8,2025-10-15,email,Campaign_F,,normal,2025-10-15
acc_1ebb9febde20,2025-07-10,facebook,Campaign_A,,normal,2025-07-10
acc_2ea84ec2369c,2025-10-03,direct,Campaign_C,,normal,2025-10-03
acc_eebf6491fe0b,2025-08-11,referral,Campaign_D,,normal,2025-08-11
acc_051e116f2b0d,2025-08-28,email,Campaign_B,lee-kim.com,normal,2025-08-28
acc_17bd51a92be9,2025-08-10,google,Campaign_A,,agency,2025-08-10
acc_303aa4910ccd,2025-08-22,google,Campaign_D,,normal,2025-08-22
acc_67f516643a11,2025-08-21,google,Campaign_E,,normal,2025-08-21
acc_6fbefeabefa7,2025-06-03,google,Campaign_A,,normal,2025-06-03
acc_a66e1221b953,2025-06-22,email,Campaign_C,,normal,2025-06-22
acc_f1d94bf2e080,2025-07-26,organic,Campaign_D,,normal,2025-07-26
acc_fa9ba5fda0ed,2025/06/13,google,Campaign_E,mendoza-martinez.com,normal,2025-06-13
acc_595303563525,2025-08-25,facebook,Campaign_A,,normal,2025-08-25
acc_bfcabcc1daf4,2025-08-06,organic,Campaign_A,,normal,2025-08-06
acc_38ce9a8e4c82,2025-09-12,email,Campaign_C,,agency,2025-09-12
acc_79f4d8bf0284,2025-06-17,google,Campaign_A,,normal,2025-06-17
acc_3657ce2df7b0,2025-10-07,organic,Campaign_A,,normal,2025-10-07
acc_ccf3e4301f28,2025-07-26,referral,Campaign_A,,normal,2025-07-26
acc_a71e618ca01e,2025-09-15,organic,Campaign_D,,normal,2025-09-15
acc_ad4f38235027,2025-06-06,direct,Campaign_A,,normal,2025-06-06
acc_c9971845e8ca,2025-09-04,organic,Campaign_D,velasquez.info,normal,2025-09-04
acc_7bf69295a566,2025-06-26,direct,Campaign_D,duran.com,normal,2025-06-26
acc_ad3cd57c021f,2025-09-30,organic,Campaign_C,ramirez-cruz.com,normal,2025-09-30
acc_6b31e0336b91,2025-08-07,email,Campaign_A,ramirez.biz,normal,2025-08-07
acc_8cb741022de9,2025-09-14,referral,Campaign_A,smith-reyes.info,agency,2025-09-14
acc_c48f7e8b6d16,2025-08-01,organic,Campaign_B,,NORMAL,2025-08-01
acc_0adc710771ac,2025-08-04,direct,Campaign_A,,normal,2025-08-04
acc_a1dd327fcf2a,2025-10-16,direct,Campaign_C,,normal,2025-10-16
acc_5fdfd5cab197,2025-10-03,organic,Campaign_C,,normal,2025-10-03
acc_03b6aa770391,2025-10-16,organic,Campaign_B,swanson-howell.biz,normal,2025-10-16
acc_199a3f9b95ab,2025-08-17,direct,Campaign_C,,agency,2025-08-17
acc_40d6aadb32c6,2025-07-01,facebook,Campaign_A,farley-randolph.com,NORMAL,2025-07-01
acc_13cd2c441165,2025-08-04,direct,Campaign_F,,agency,2025-08-04
acc_8eb82957d4b4,2025-08-02,organic,Campaign_B,,normal,2025-08-02
acc_246e9435249d,2025/09/12,google,Campaign_A,,normal,2025-09-12
acc_158653ccac18,2025-06-11,google,Campaign_A,,normal,2025-06-11
acc_19303094f675,2025-07-16,referral,Campaign_D,,normal,2025-07-16
acc_630bfaf3115b,2025-10-19,referral,Campaign_C,adams-king.org,normal,2025-10-19
acc_847815334279,2025-08-31,email,Campaign_C,,normal,2025-08-31
acc_b35c717e1c63,2025-07-25,facebook,Campaign_E,,normal,2025-07-25
acc_d2383789c90f,2025-08-19,facebook,Campaign_B,smith-johnson.com,agency,2025-08-19
acc_ddd7d4431b82,2025-09-14,direct,Campaign_F,little-hawkins.biz,normal,2025-09-14
acc_a53fb7cb8d3b,2025-06-03,,Campaign_C,riley.com,normal,2025-06-03
acc_6638f31e0d47,2025-09-08,google,Campaign_F,,normal,2025-09-08
acc_75673fdfca18,2025-08-07,email,Campaign_A,,normal,2025-08-07
acc_dce81c825def,2025-07-03,email,Campaign_A,,normal,2025-07-03
acc_43724d576d32,2025-06-22,google,Campaign_E,,normal,2025-06-22
acc_3a762d4b36d4,2025-08-21,direct,Campaign_D,riley-williams.com,normal,2025-08-21
acc_e1c0323b3bb0,2025-08-13,google,Campaign_A,lynn.com,agency,2025-08-13
acc_abe09c77c3f8,2025-09-24,facebook,,,normal,2025-09-24
acc_fca4bd5a992c,2025-07-26,direct,Campaign_E,,agency,2025-07-26
acc_7bdd98bc2fc0,2025-08-06,direct,Campaign_A,,normal,2025-08-06
acc_51cacfe0eb9c,2025-06-25,google,Campaign_A,,normal,2025-06-25
acc_ae866d87b39b,2025-08-14,direct,Campaign_A,,normal,2025-08-14
acc_ba016b9ca036,2025-09-28,direct,Campaign_D,,agency,2025-09-28
acc_0fb427056b8f,2025-06-25,direct,Campaign_B,,normal,2025-06-25
acc_127c2559bb40,2025-07-27,google,Campaign_E,,normal,2025-07-27
acc_c4d431e1217b,2025-08-16,google,Campaign_A,,normal,2025-08-16
acc_d3f77fdc6738,2025-08-04,,Campaign_D,,normal,2025-08-04
acc_f732ed2ae873,2025-06-30,email,Campaign_C,gray.com,normal,2025-06-30
acc_09eb9c0b4edc,2025-10-18,facebook,Campain_C,,normal,2025-10-18
acc_9bc0d7b8715d,2025-09-10,email,Campaign_E,,normal,2025-09-10
acc_f637d7175e17,2025-06-07,referral,Campaign_C,,agency,2025-06-07
acc_f7a1eceedd0b,2025-09-03,referral,Campaign_C,,normal,2025-09-03
acc_e54b46d02b14,2025-08-23,google,Campaign_B,hopkins-meyer.com,normal,2025-08-23
acc_33dbe84aeecf,2025-06-21,,Campaign_E,,normal,2025-06-21
acc_c94e87fbca30,2025-10-02,referral,Campaign_F,,normal,2025-10-02
acc_31bfc19623b7,2025-10-03,,Campaign_A,,normal,2025-10-03
acc_f4170d7813cd,2025-09-06,google,Campaign_F,allen.com,normal,2025-09-06
acc_33622b2a9864,2025-09-23,direct,Campaign_A,,normal,2025-09-23
acc_a6db798119c1,2025-06-03,direct,Campaign_B,valdez-jacobs.info,normal,2025-06-03
acc_a44c0c768fa4,2025-07-30,google,Campaign_C,,normal,2025-07-30
acc_2122b6fe535c,2025-09-24,organic,Campaign_F,sanchez.com,normal,2025-09-24
acc_4dc7416af036,2025-10-15,google,Campaign_E,,normal,2025-10-15
acc_58925f0397d1,2025-06-06,organic,Campaign_A,fisher-lucero.org,agency,2025-06-06
acc_d8e187323921,2025-08-16,direct,Campaign_A,chen-barton.com,normal,2025-08-16
acc_ed827f8c900c,2025-08-14,email,Campaign_C,smith-martinez.com,normal,2025-08-14
acc_36a3bca4709f,2025-08-15,referral,Campaign_F,,normal,2025-08-15
acc_6e00020a7b7a,2025-10-14,organic,Campaign_A,johnson-jackson.com,normal,2025-10-14
acc_d49b04abaccb,2025-09-13,google,Campaign_A,,normal,2025-09-13
acc_75b27480b79f,2025-09-25,direct,Campaign_C,,agency,2025-09-25
acc_0c403c8abb37,2025-09-28,referral,Campaign_E,,normal,2025-09-28
acc_3dda2d7e3986,2025-08-31,google,Campaign_D,,normal,2025-08-31
acc_4d07ef5c5e27,2025-08-13,facebook,Campaign_A,rodgers.info,normal,2025-08-13
acc_1903129933d0,2025-08-11,,,mccoy-yang.biz,agency,2025-08-11
acc_24213ee966d5,2025-07-29,email,Campaign_C,,normal,2025-07-29
acc_daf73f9dbe45,2025-08-18,google,Campaign_B,,normal,2025-08-18
acc_c581544d25f8,2025-08-26,organic,Campaign_E,huang.org,normal,2025-08-26
acc_e535cf7f822b,2025-06-03,organic,Campaign_C,craig-chavez.com,normal,2025-06-03
acc_582ebab2a48e,2025-08-17,facebook,Campaign_E,thompson-sharp.com,normal,2025-08-17
acc_5b3ebbcb0eb4,2025-09-10,google,Campaign_A,,normal,2025-09-10
acc_918a5eae2fd2,2025-06-24,referral,Campaign_F,elliott.org,agency,2025-06-24
acc_7b67bfce5048,2025-10-17,direct,Campaign_E,,agency,2025-10-17
acc_5727bd0f0d3e,2025-07-11,organic,Campaign_E,,normal,2025-07-11
acc_179ba81c3359,2025/09/18,google,Campaign_E,,normal,2025-09-18
acc_f7526d518b7d,2025/10/13,direct,,,normal,2025-10-13
acc_d5f97130a626,2025-10-04,organic,Campaign_F,,normal,2025-10-04
acc_cde84f815876,2025-08-08,direct,Campaign_E,crosby-green.org,normal,2025-08-08
acc_f361fbbf718a,2025-09-23,organic,Campaign_E,,normal,2025-09-23
acc_6b5259398f01,2025-10-17,facebook,Campaign_D,,normal,2025-10-17
